overall,club_team_id,Playing Time_MP,Playing Time_90s,Per 90 Minutes_PrgC,Per 90 Minutes_PrgP,Per 90 Minutes_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_xG,Per 90 Minutes_xAG,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Per 90 Minutes_Total_Cmp,Per 90 Minutes_Total_Att,Total_Cmp%,Per 90 Minutes_Total_TotDist,Per 90 Minutes_Total_PrgDist,Per 90 Minutes_Short_Cmp,Per 90 Minutes_Short_Att,Short_Cmp%,Per 90 Minutes_Medium_Cmp,Per 90 Minutes_Medium_Att,Medium_Cmp%,Per 90 Minutes_Long_Cmp,Per 90 Minutes_Long_Att,Long_Cmp%,Per 90 Minutes_KP,Per 90 Minutes_1/3,Per 90 Minutes_PPA,Per 90 Minutes_CrsPA,SCA_SCA90,Per 90 Minutes_SCA Types_PassLive,Per 90 Minutes_SCA Types_PassDead,Per 90 Minutes_SCA Types_TO,Per 90 Minutes_SCA Types_Sh,Per 90 Minutes_SCA Types_Fld,Per 90 Minutes_SCA Types_Def,GCA_GCA90,Per 90 Minutes_GCA Types_PassLive,Per 90 Minutes_GCA Types_PassDead,Per 90 Minutes_GCA Types_TO,Per 90 Minutes_GCA Types_Sh,Per 90 Minutes_GCA Types_Fld,Per 90 Minutes_GCA Types_Def,Per 90 Minutes_Tackles_Tkl,Per 90 Minutes_Tackles_TklW,Per 90 Minutes_Tackles_Def 3rd,Per 90 Minutes_Tackles_Mid 3rd,Per 90 Minutes_Tackles_Att 3rd,Per 90 Minutes_Challenges_Tkl,Per 90 Minutes_Challenges_Att,Challenges_Tkl%,Per 90 Minutes_Challenges_Lost,Per 90 Minutes_Blocks_Blocks,Per 90 Minutes_Blocks_Sh,Per 90 Minutes_Blocks_Pass,Per 90 Minutes_Int,Per 90 Minutes_Tkl+Int,Per 90 Minutes_Clr,Per 90 Minutes_Err,position_num,league_level
72,1860,19,11.4,2.1052631578947367,2.017543859649123,5.350877192982456,0.0,0.09,0.08,0.06,13.3,1.31,0.17,0.0,0.0,13.596491228070176,21.2280701754386,64.0,190.96491228070167,46.40350877192982,8.771929824561402,10.964912280701752,80.0,3.421052631578948,5.175438596491228,66.1,0.7894736842105263,2.543859649122807,31.0,0.7894736842105263,1.0526315789473684,0.175438596491228,0.087719298245614,2.28,1.4912280701754386,0.0,0.5263157894736842,0.0,0.2631578947368421,0.0,0.18,0.175438596491228,0.0,0.0,0.0,0.0,0.0,1.8421052631578947,1.2280701754385963,0.7894736842105263,1.0526315789473684,0.0,0.7894736842105263,2.1929824561403506,36.0,1.4035087719298245,0.7017543859649122,0.0,0.7017543859649122,0.6140350877192983,2.456140350877193,0.9649122807017544,0.087719298245614,12,1
81,219,26,16.3,0.4294478527607361,5.705521472392638,1.5337423312883436,0.0,0.0,0.02,0.03,12.5,0.49,0.06,0.0,0.0,51.04294478527607,58.40490797546012,87.4,901.288343558282,275.3374233128834,22.02453987730061,23.865030674846626,92.3,23.251533742331286,25.33742331288344,91.8,4.417177914110429,6.625766871165644,66.7,0.6748466257668712,6.441717791411043,0.6748466257668712,0.0613496932515337,1.66,1.2883435582822085,0.0,0.0,0.0613496932515337,0.2453987730061349,0.0613496932515337,0.18,0.1840490797546012,0.0,0.0,0.0,0.0,0.0,2.9447852760736195,1.901840490797546,1.1042944785276072,1.5337423312883436,0.3067484662576687,0.7975460122699386,1.96319018404908,40.6,1.165644171779141,1.2883435582822085,0.2453987730061349,1.0429447852760736,1.840490797546012,4.785276073619632,1.5337423312883436,0.0,2,2
72,13,21,11.4,3.245614035087719,5.0,6.140350877192982,0.0,0.18,0.13,0.17,21.1,1.67,0.35,0.0,0.0,32.45614035087719,40.35087719298245,80.4,442.1929824561403,115.96491228070175,21.140350877192983,24.035087719298247,88.0,9.473684210526317,11.403508771929824,83.1,0.7017543859649122,2.3684210526315788,29.6,1.3157894736842104,3.1578947368421053,1.0526315789473684,0.0,2.98,2.456140350877193,0.0,0.3508771929824561,0.175438596491228,0.0,0.0,0.26,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,2.1052631578947367,1.5789473684210529,1.0526315789473684,0.7894736842105263,0.2631578947368421,1.3157894736842104,2.543859649122807,51.7,1.2280701754385963,2.017543859649123,0.3508771929824561,1.6666666666666663,0.7017543859649122,2.807017543859649,2.017543859649123,0.0,2,1
59,697,17,7.1,2.535211267605634,0.5633802816901409,7.464788732394367,0.42,0.14,0.56,0.14,33.3,4.2,1.4,0.1,0.3,7.746478873239437,11.408450704225352,67.9,109.43661971830988,16.619718309859156,3.802816901408451,5.492957746478874,69.2,2.535211267605634,3.380281690140845,75.0,0.7042253521126761,0.8450704225352114,83.3,1.1267605633802815,0.1408450704225352,0.5633802816901409,0.0,2.66,1.6901408450704227,0.0,0.5633802816901409,0.1408450704225352,0.2816901408450704,0.0,0.42,0.2816901408450704,0.0,0.0,0.0,0.1408450704225352,0.0,0.2816901408450704,0.1408450704225352,0.0,0.1408450704225352,0.1408450704225352,0.1408450704225352,0.5633802816901409,25.0,0.4225352112676057,0.4225352112676057,0.1408450704225352,0.2816901408450704,0.1408450704225352,0.4225352112676057,0.7042253521126761,0.0,1,4
76,48,20,4.2,0.4545454545454545,2.2727272727272725,3.636363636363636,0.46,0.0,0.71,0.05,50.0,2.74,1.37,0.17,0.33,35.90909090909091,45.90909090909091,78.2,583.1818181818181,157.72727272727272,18.63636363636364,23.18181818181818,80.4,11.363636363636363,14.545454545454543,78.1,3.1818181818181817,3.1818181818181817,100.0,1.3636363636363635,2.727272727272727,0.4545454545454545,0.0,3.65,1.818181818181818,0.0,0.0,0.9090909090909092,0.4545454545454545,0.4545454545454545,0.46,0.0,0.0,0.0,0.4545454545454545,0.0,0.0,4.090909090909091,2.727272727272727,1.818181818181818,1.818181818181818,0.4545454545454545,0.4545454545454545,1.818181818181818,25.0,1.3636363636363635,1.818181818181818,0.4545454545454545,1.3636363636363635,1.818181818181818,5.909090909090908,2.727272727272727,0.0,2,2
65,645,26,22.7,1.5859030837004406,4.625550660792952,2.643171806167401,0.09,0.0,0.08,0.1,37.5,0.7,0.26,0.06,0.17,29.4273127753304,39.55947136563877,74.4,564.8898678414097,161.18942731277534,13.083700440528634,15.418502202643172,84.9,10.881057268722468,13.656387665198238,79.7,4.801762114537445,8.678414096916299,55.3,1.497797356828194,3.7004405286343616,0.5286343612334802,0.2202643171806167,2.46,1.8502202643171808,0.4405286343612335,0.0,0.0440528634361233,0.0881057268722467,0.0440528634361233,0.18,0.1762114537444934,0.0,0.0,0.0,0.0,0.0,1.9383259911894275,1.0572687224669604,0.9251101321585904,0.7048458149779736,0.3083700440528634,0.7929515418502203,1.894273127753304,41.9,1.1013215859030838,1.3656387665198235,0.2643171806167401,1.1013215859030838,0.8370044052863437,2.775330396475771,2.1145374449339207,0.0,2,3
82,243,34,18.7,0.8021390374331551,1.0695187165775402,5.240641711229947,0.53,0.11,0.62,0.09,45.9,3.25,1.49,0.16,0.36,13.903743315508022,19.251336898395724,72.2,173.6898395721925,26.63101604278075,9.144385026737968,11.97860962566845,76.3,3.1550802139037435,4.385026737967914,72.0,0.427807486631016,0.5882352941176471,72.7,0.6417112299465241,0.8556149732620321,0.160427807486631,0.0,1.65,1.2299465240641712,0.0,0.053475935828877,0.374331550802139,0.0,0.0,0.27,0.160427807486631,0.0,0.0,0.106951871657754,0.0,0.0,0.320855614973262,0.160427807486631,0.053475935828877,0.213903743315508,0.053475935828877,0.0,0.374331550802139,0.0,0.374331550802139,0.5882352941176471,0.053475935828877,0.5347593582887701,0.320855614973262,0.6417112299465241,0.5882352941176471,0.0,1,1
77,7,9,4.9,0.8163265306122448,2.8571428571428568,0.6122448979591836,0.21,0.0,0.14,0.0,66.7,1.23,0.82,0.17,0.25,34.897959183673464,45.10204081632653,77.4,718.1632653061224,257.3469387755102,9.591836734693876,12.244897959183673,78.3,20.0,23.061224489795915,86.7,4.693877551020408,8.571428571428571,54.8,0.0,3.061224489795918,0.0,0.0,0.82,0.6122448979591836,0.0,0.0,0.2040816326530612,0.0,0.0,0.21,0.0,0.0,0.0,0.2040816326530612,0.0,0.0,1.4285714285714284,0.6122448979591836,0.6122448979591836,0.6122448979591836,0.2040816326530612,0.2040816326530612,1.4285714285714284,14.3,1.2244897959183672,1.020408163265306,0.8163265306122448,0.2040816326530612,1.020408163265306,2.4489795918367343,3.6734693877551017,0.2040816326530612,6,1
64,114161,33,19.8,1.5151515151515151,4.393939393939394,6.262626262626262,0.05,0.15,0.08,0.12,13.3,0.76,0.1,0.07,0.5,31.51515151515152,38.43434343434343,82.0,538.4343434343434,126.96969696969695,14.393939393939393,15.707070707070706,91.6,13.98989898989899,16.565656565656564,84.5,2.4747474747474745,4.444444444444445,55.7,1.3131313131313131,2.171717171717172,1.3636363636363635,0.303030303030303,3.03,1.9696969696969693,0.5555555555555556,0.1515151515151515,0.0,0.303030303030303,0.0505050505050505,0.55,0.303030303030303,0.0505050505050505,0.101010101010101,0.0,0.101010101010101,0.0,1.3636363636363635,0.8080808080808081,0.6060606060606061,0.404040404040404,0.3535353535353535,0.7575757575757576,1.2626262626262623,60.0,0.5050505050505051,1.0101010101010102,0.3535353535353535,0.6565656565656566,0.303030303030303,1.6666666666666663,1.5151515151515151,0.0,5,4
81,448,20,6.6,2.7272727272727275,6.515151515151516,7.575757575757576,0.3,0.0,0.26,0.06,53.8,1.97,1.06,0.15,0.29,52.27272727272727,62.121212121212125,84.1,781.5151515151515,206.66666666666669,29.6969696969697,32.72727272727273,90.7,17.12121212121212,20.0,85.6,3.333333333333333,6.363636363636364,52.4,1.9696969696969693,5.606060606060606,1.5151515151515151,0.0,3.78,2.878787878787879,0.7575757575757576,0.1515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7575757575757576,0.1515151515151515,0.303030303030303,0.4545454545454546,0.0,0.1515151515151515,0.4545454545454546,33.3,0.303030303030303,0.6060606060606061,0.1515151515151515,0.4545454545454546,0.0,0.7575757575757576,0.0,0.0,8,1
72,100646,33,30.1,0.5315614617940199,1.7940199335548173,4.0531561461794015,0.33,0.07,0.36,0.09,35.5,3.09,1.1,0.09,0.24,12.325581395348836,21.196013289036543,58.2,157.90697674418604,33.52159468438538,7.574750830564784,12.159468438538203,62.3,3.1561461794019934,5.614617940199335,56.2,0.3322259136212624,0.4651162790697674,71.4,1.0299003322259137,1.0631229235880395,0.4983388704318937,0.0,2.29,1.7940199335548173,0.0,0.0996677740863787,0.2325581395348837,0.1328903654485049,0.0332225913621262,0.3,0.2325581395348837,0.0,0.0332225913621262,0.0332225913621262,0.0,0.0,0.4318936877076412,0.1993355481727574,0.0996677740863787,0.1661129568106312,0.1661129568106312,0.1993355481727574,0.5980066445182723,33.3,0.3986710963455149,0.6312292358803986,0.0996677740863787,0.5315614617940199,0.0,0.4318936877076412,1.32890365448505,0.0,1,3
72,160,22,13.2,0.9090909090909092,2.5,1.2121212121212122,0.0,0.08,0.01,0.04,16.7,0.45,0.08,0.0,0.0,26.51515151515152,35.984848484848484,73.7,481.2878787878788,184.6969696969697,11.742424242424242,13.257575757575758,88.6,11.06060606060606,14.166666666666668,78.1,3.257575757575758,7.348484848484849,44.3,0.7575757575757576,2.121212121212121,0.9090909090909092,0.4545454545454546,1.52,1.1363636363636365,0.2272727272727273,0.0,0.1515151515151515,0.0,0.0,0.15,0.0757575757575757,0.0757575757575757,0.0,0.0,0.0,0.0,1.8181818181818183,1.3636363636363638,0.9090909090909092,0.8333333333333334,0.0757575757575757,1.0606060606060606,2.5,42.4,1.4393939393939394,1.5151515151515151,0.5303030303030303,0.9848484848484848,1.1363636363636365,2.9545454545454546,2.575757575757576,0.0757575757575757,9,2
75,237,26,23.5,0.9361702127659576,5.148936170212766,0.0851063829787234,0.09,0.04,0.08,0.01,29.4,0.72,0.21,0.12,0.4,67.36170212765957,73.53191489361703,91.6,1211.4468085106382,409.1914893617021,26.5531914893617,28.08510638297872,94.5,35.87234042553192,37.95744680851064,94.5,4.425531914893617,6.085106382978723,72.7,0.2978723404255319,6.212765957446808,0.3404255319148936,0.0,1.15,1.0212765957446808,0.0425531914893617,0.0,0.0851063829787234,0.0,0.0,0.09,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,1.74468085106383,1.0212765957446808,0.9787234042553192,0.5957446808510638,0.1702127659574468,0.723404255319149,0.9361702127659576,77.3,0.2127659574468085,0.4680851063829787,0.2978723404255319,0.1702127659574468,0.5531914893617021,2.297872340425532,1.8297872340425527,0.0425531914893617,6,3
64,691,26,18.1,0.1104972375690607,1.6574585635359114,0.2762430939226519,0.0,0.0,0.02,0.04,16.7,0.33,0.06,0.0,0.0,35.96685082872928,43.31491712707182,83.0,715.9668508287292,249.44751381215468,11.49171270718232,12.928176795580107,88.9,18.45303867403315,20.22099447513812,91.3,5.138121546961326,8.61878453038674,59.6,0.2762430939226519,1.3812154696132597,0.2762430939226519,0.0552486187845303,0.61,0.5524861878453038,0.0,0.0,0.0552486187845303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9944751381215468,0.3867403314917126,0.8287292817679557,0.1657458563535911,0.0,0.5524861878453038,0.8287292817679557,66.7,0.2762430939226519,1.7127071823204418,1.2707182320441988,0.4419889502762431,0.9392265193370164,1.933701657458564,5.74585635359116,0.0,6,4
72,1842,22,10.4,1.1538461538461535,1.7307692307692306,5.0,0.29,0.29,0.34,0.16,33.3,2.02,0.67,0.14,0.43,14.711538461538462,22.115384615384613,66.5,196.9230769230769,46.82692307692307,9.326923076923077,12.596153846153843,74.0,4.230769230769231,5.6730769230769225,74.6,0.5769230769230769,1.346153846153846,42.9,0.9615384615384616,0.9615384615384616,0.4807692307692307,0.1923076923076923,2.31,1.5384615384615383,0.0,0.2884615384615384,0.3846153846153846,0.0961538461538461,0.0,0.77,0.3846153846153846,0.0,0.1923076923076923,0.1923076923076923,0.0,0.0,1.0576923076923077,0.3846153846153846,0.1923076923076923,0.5769230769230769,0.2884615384615384,0.5769230769230769,0.9615384615384616,60.0,0.3846153846153846,0.4807692307692307,0.0,0.4807692307692307,0.3846153846153846,1.4423076923076923,0.3846153846153846,0.0,1,2
72,245,10,4.1,1.951219512195122,2.926829268292684,7.560975609756098,0.0,0.0,0.04,0.12,25.0,0.97,0.24,0.0,0.0,50.2439024390244,60.00000000000001,83.7,697.5609756097562,203.1707317073171,31.463414634146343,32.926829268292686,95.6,16.34146341463415,19.26829268292683,84.8,1.4634146341463417,3.414634146341464,42.9,0.4878048780487805,3.414634146341464,0.7317073170731708,0.2439024390243902,1.7,1.4634146341463417,0.0,0.0,0.2439024390243902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.707317073170732,1.2195121951219514,0.4878048780487805,0.7317073170731708,0.4878048780487805,0.9756097560975612,1.707317073170732,57.1,0.7317073170731708,1.707317073170732,0.2439024390243902,1.4634146341463417,0.4878048780487805,2.1951219512195124,2.1951219512195124,0.0,10,3
79,5,21,19.8,1.5656565656565655,2.525252525252525,3.686868686868687,0.0,0.1,0.06,0.05,50.0,0.4,0.2,0.0,0.0,52.32323232323232,60.4040404040404,86.6,763.131313131313,222.62626262626264,30.05050505050505,32.57575757575758,92.2,19.343434343434343,21.71717171717172,89.1,1.616161616161616,3.282828282828283,49.2,0.9595959595959596,2.575757575757576,0.3535353535353535,0.202020202020202,1.77,1.414141414141414,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.202020202020202,0.0,0.15,0.101010101010101,0.0,0.0,0.0,0.0505050505050505,0.0,3.131313131313131,1.9191919191919191,1.818181818181818,1.0606060606060606,0.2525252525252525,1.7171717171717171,3.2323232323232323,53.1,1.5151515151515151,1.818181818181818,0.6565656565656566,1.1616161616161615,1.1111111111111112,4.242424242424242,2.4242424242424243,0.0,10,1
